KO,EC,RXN
K04759,,
K07317,2.1.1.72,
K21573,,
K07271,,R12821
K20534,,R12808;R12814
K03756,,
K01006,2.7.9.1,R00206
K06131,,R07390
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K03090,,
K27501,1.14.13.252,
K22447,,
K10960,1.3.1.111;1.3.1.83,R02063;R08754;R08755;R08756;R11226;R11518
K03406,,
K00099,1.1.1.267,R05688
K03702,,
K07636,2.7.13.3,
K11175,2.1.2.2,R04325;R04326
K01051,3.1.1.11,R02362
K00036,1.1.1.363;1.1.1.49,R00835;R02736;R10907
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K01387,3.4.24.3,
K04043,,
K02029,,
K14393,,
K01873,6.1.1.9,R03665
K01153,3.1.21.3,
K01126,3.1.4.46,R01030;R01470
K11069,,
K02003,,
K00954,2.7.7.3,R03035
K06168,2.8.4.3,R10645;R10646;R10647
K01872,6.1.1.7,R03038
K03657,5.6.2.4,
K09976,,
K04066,5.6.2.4,
K03150,4.1.99.19,R10246
K00123,1.17.1.9,R00519
K06915,,
K02795,,R02630
K18682,,
K03168,5.6.2.1,
K12524,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K01631,4.1.2.21,R01064
K05807,,
K07487,,
K04066,5.6.2.4,
K03169,5.6.2.1,
K00700,2.4.1.18,R02110
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K14744,,
K02567,1.9.6.1,R00798;R01106;R03071
K02414,,
K01733,4.2.3.1,R01466;R05086
K03442,,
K00135,1.2.1.16;1.2.1.20;1.2.1.79,R00713;R00714;R02401
K02313,,
K00459,1.13.12.16,R00025
K00525,1.17.4.1,R02017;R02018;R02019;R02024
K02355,,
K07148,,
K26048,,
K03088,,
K04485,,
K15914,2.4.1.290,R10188
K01952,6.3.5.3,R04463
K01207,3.2.1.52,R00022;R10831
K17285,1.8.3.4,R01851
K11070,,
K07133,,
K00656,2.3.1.54,R00212;R06987
K13953,1.1.1.1,R00623;R00754;R02124;R04880;R05233;R05234;R06917;R06927;R07105;R08281;R08306;R08310
K07684,,
K13735,,
K01968,6.4.1.4,R04138
K18889,,
K00428,1.11.1.5,
K03587,3.4.16.4,
K02429,,
K05802,,
K02405,,
K18383,4.1.2.61,R05772;R05773;R12566
K00789,2.5.1.6,R00177;R04771
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K01442,3.5.1.24,R02797;R03975;R03977;R04486;R04487;R05835
K10924,,
K07337,,
K20276,,
K07126,,
K03574,3.6.1.55,
K03724,5.6.2.4;5.6.2.6,
K26877,,
K08659,,
K01847,5.4.99.2,R00833
K18682,,
K07059,3.4.21.105,
K09022,3.5.99.10,R11098;R11099
K01387,3.4.24.3,
K00645,2.3.1.39,R01626;R11671
K04487,2.8.1.7,R07460;R11528;R11529
K16087,,
K03977,,
K08591,2.3.1.275,R12241
K05565,,
K11085,7.5.2.6,
K23833,,
K02796,,R02630
K03529,,
K00600,2.1.2.1,R00945;R09099
K03717,,
K25137,2.1.1.173,
K04759,,
K03060,2.7.7.6,
K02409,,
K02408,,
K09963,,
K00263,1.4.1.9,R01088;R01434;R02196
K03772,5.2.1.8,
K00325,7.1.1.1,R13176
K04748,,R00294
K14051,3.1.4.52,
K03529,,
K15772,,
K03427,2.1.1.72,
K01129,3.1.5.1,R01856
K12132,2.7.11.1,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K00849,2.7.1.6,R01092
K14743,,
K02335,2.7.7.7,
K02357,,
K06978,,
K07133,,
K25118,,
K01176,3.2.1.1,R02108;R02112;R11262
K05813,,
K11021,,
K00382,1.8.1.4,R00209;R01210;R01221;R01651;R01698;R01933;R03171;R03815;R07618;R08549
K05340,,
K02621,5.6.2.2,
K01318,3.4.21.19,
K02355,,
K07465,,
K16898,5.6.2.4,
K00266,1.4.1.13,R00114;R00248
K07481,,
K05970,3.1.1.53,
K11068,,
K12994,2.4.1.349,
K12132,2.7.11.1,
K00425,7.1.1.7,R11325
K06885,,
K00027,1.1.1.38,R00214
K15726,,
K04096,,
K07030,2.7.2.18,
K14261,,
K01685,4.2.1.7,R01540
K06445,,R01175;R01279;R03777;R03857;R03990;R04751;R04754
K03427,2.1.1.72,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K01318,3.4.21.19,
K10220,4.2.1.83,R04478
K05880,,
K11688,,
K02988,,
K09797,,
K21430,,
K26937,,
K17686,7.2.2.8,
K01139,2.7.6.5;3.1.7.2,R00336;R00429
K03701,,
K15580,,
K14978,,
K17828,1.3.1.14,R01869
K03980,,
K00564,2.1.1.172,R07234
K01262,3.4.11.9,
K18778,,
K01423,,
K01897,6.2.1.3,R00390;R01280
K00013,1.1.1.23,R01158;R01163;R03012
K02502,,R01071
K03466,,
K03702,,
K00847,2.7.1.4,R00760;R00867;R03920
K00281,1.4.4.2,R01221;R03425
K00411,7.1.1.8,
K06997,,
K03664,,
K01520,3.6.1.23,R02100;R11896
K12132,2.7.11.1,
K00174,1.2.7.11;1.2.7.3,R01196;R01197
K01687,4.2.1.9,R01209;R04441;R05070
K01887,6.1.1.19,R03646
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K05366,2.4.99.28;3.4.16.4,
K26894,,
K03657,5.6.2.4,
K02026,,
K03695,,
K07485,,
K01685,4.2.1.7,R01540
K07315,3.1.3.3,
K11783,3.2.2.26,R08587
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K00558,2.1.1.37,R04858
K00240,1.3.5.1,R02164
K00849,2.7.1.6,R01092
K07487,,
K06381,4.2.2.29,
K02314,5.6.2.3,
K08963,5.3.1.23,R04420
K01805,5.3.1.5,R00307;R00878;R01432;R12986
K14414,,
K22129,2.7.1.219;2.7.1.220,R11784;R11803
K07462,,
K07273,,
K03117,,
K00962,2.7.7.8,
K00145,1.2.1.38,R03443
K00930,2.7.2.8,R02649
K00262,1.4.1.4,R00248
K03546,,
K01057,3.1.1.31,R02035
K03307,,
K02274,7.1.1.9,
K19693,,
K21573,,
K23684,,
K07496,,
K01354,3.4.21.83,
K26937,,
K00347,7.2.1.1,
K08676,,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K05540,,
K04487,2.8.1.7,R07460;R11528;R11529
K02217,1.16.3.2,
K04079,,
K00764,2.4.2.14,R01072
K01002,2.7.8.20,
K08983,,
K03588,2.4.99.28,
K09889,,
K10440,,
K01991,,
K00688,2.4.1.1,R02111
K01451,3.5.1.32,R01424
K00990,2.7.7.59,
K01784,5.1.3.2,R00291;R02984
K05020,,
K01223,3.2.1.86,R00839;R05133;R05134
K07126,,
K03820,2.3.1.269,
K17624,3.2.1.97,
K07319,2.1.1.72,
K06180,5.4.99.23,
K04094,2.1.1.74,
K07027,,
K11891,,
K01939,6.3.4.4,R01135
K21573,,
K12516,,
K02838,,
K02379,,
K02116,,
K00647,2.3.1.41,R02768;R04355;R04726;R04952;R04957;R04960;R04963;R04968;R07762;R10115;R10119
K00059,1.1.1.100,R02767;R04533;R04534;R04536;R04543;R04566;R04953;R04964;R07763;R10116;R10120;R11671
K02011,,
K19294,,
K03931,,
K02033,,
K00001,1.1.1.1,R00623;R00754;R02124;R04805;R04880;R05233;R05234;R06917;R06927;R07105;R08281;R08306;R08310
K01902,6.2.1.5,R00405;R02404
K01258,3.4.11.4,
K01142,3.1.11.2,
K10563,3.2.2.23;4.2.99.18,
K07478,,
K01966,2.1.3.15;6.4.1.3,R01859
K05982,3.1.21.7,
K02996,,
K02529,,
K01887,6.1.1.19,R03646
K00806,2.5.1.31,R06447
K02198,,
K01803,5.3.1.1,R01015
K21471,,
K08303,,
K03579,5.6.2.6,
K00857,2.7.1.21,R01567;R02099;R08233
K07126,,
K03654,5.6.2.4,
K12257,,
K02502,,R01071
K10540,,
K01915,6.3.1.2,R00253
K00240,1.3.5.1,R02164
K00930,2.7.2.8,R02649
K03547,,
K02342,2.7.7.7,
K23991,2.7.3.9,
K06959,,
K02035,,
K18898,,
K03546,,
K02717,,
K07347,,
K00563,2.1.1.187,R07233
K07395,,
K12524,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K00688,2.4.1.1,R02111
K03737,1.2.7.1,R01196;R10866
K03801,2.3.1.181,R07766;R07769;R12427;R12428
K00615,2.2.1.1,R01067;R01641;R01830;R06590
K03427,2.1.1.72,
K09155,,
K09786,,
K25706,2.3.1.234,
K10112,,
K01929,6.3.2.10,R04573;R04617
K03631,,
K00566,2.8.1.13,R08700
K00266,1.4.1.13,R00114;R00248
K01206,3.2.1.51,
K19956,,R03234
K06889,,
K07497,,
K10742,5.6.2.3,
K10544,,
K02014,,
K01933,6.3.3.1,R04208
K02003,,
K03587,3.4.16.4,
K01785,5.1.3.3,R01602;R10619
K02804,2.7.1.193,R05199
K00134,1.2.1.12,R01061
K00765,2.4.2.17,R01071
K02110,,
K03168,5.6.2.1,
K01226,3.2.1.93,R00837;R06113
K01991,,
K21573,,
K01053,3.1.1.17,R01519;R02933;R03751
K20525,4.2.2.26,
K19068,1.1.1.367,R12552;R12553
K07386,,
K00375,,
K02445,,
K06147,,
K03092,,
K24300,4.2.1.135,R10266
K01200,3.2.1.41,R02111
K03569,,
K01940,6.3.4.5,R01954
K21572,,
K07462,,
K08305,4.2.2.29,
K01176,3.2.1.1,R02108;R02112;R11262
K21573,,
K07110,,
K06192,,
K00615,2.2.1.1,R01067;R01641;R01830;R06590
K07030,2.7.2.18,
K01126,3.1.4.46,R01030;R01470
K21698,,
K12960,3.5.4.28;3.5.4.31,R00193;R09660
K03727,5.6.2.6,
K00266,1.4.1.13,R00114;R00248
K03628,,
K04744,,
K01448,3.5.1.28,R04112
K01924,6.3.2.8,R03193
K21239,2.7.7.6,
K03046,2.7.7.6,
K00384,1.8.1.9,R02016;R03596;R09372
K00574,2.1.1.79,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K02314,5.6.2.3,
K00831,2.6.1.52,R04173;R05085
K00058,1.1.1.399;1.1.1.95,R01513
K01958,6.4.1.1,R00344
K07126,,
K18138,,
K10857,,
K19577,,
K01890,6.1.1.20,R03660
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K03798,,
K03574,3.6.1.55,
K19221,2.5.1.17,R01492;R05220;R07268;R12184
K03529,,
K07025,,
K01784,5.1.3.2,R00291;R02984
K00956,2.7.7.4,R00529;R04929
K03703,,
K02336,2.7.7.7,
K00039,1.1.1.56,R01895
K00574,2.1.1.79,
K08295,6.2.1.32,R00982
K07285,,
K02407,,
K00286,1.5.1.2,R01248;R01251;R03291;R03293
K00876,2.7.1.48,R00513;R00517;R00964;R00968;R08232
K01811,3.2.1.177,
K01390,3.4.24.13,
K02531,,
K02471,,
K06400,,
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K17723,1.3.1.1,R00977;R01414;R11026
K02346,2.7.7.7,
K00648,2.3.1.180,R10707
K03199,7.4.2.8,
K03498,,
K01662,2.2.1.7,R05636
K07077,,
K08599,,
K03498,,
K01537,7.2.2.10,
K06442,2.1.1.226;2.1.1.227,
K11216,2.7.1.189,R11183
K00615,2.2.1.1,R01067;R01641;R01830;R06590
K20974,2.7.13.3,
K01278,3.4.14.5,
K01278,3.4.14.5,
K07060,,
K16511,,
K08281,3.5.1.19,R01268
K16301,,
K01156,3.1.21.5,
K12092,,
K10716,,
K01924,6.3.2.8,R03193
K04486,3.1.3.15,R03013
K03529,,
K01881,6.1.1.15,R03661
K01960,6.4.1.1,R00344
K07795,,
K11904,,
K08309,4.2.2.29,
K19693,,
K01414,3.4.24.70,
K04720,4.1.1.81,R06530
K00602,2.1.2.3;3.5.4.10,R01127;R04560
K07300,,
K01338,3.4.21.53,
K03466,,
K13018,2.3.1.201,R10100
K23942,,
K06959,,
K01206,3.2.1.51,
K06113,3.2.1.99,
K03466,,
K01889,6.1.1.20,R03660
K05970,3.1.1.53,
K02517,2.3.1.241,R05146;R12193
K06959,,
K03466,,
K02343,2.7.7.7,
K25224,1.2.1.107,
K02548,2.5.1.74,R10757
K03837,,
K01599,4.1.1.37,R03197;R04972
K07709,2.7.13.3,
K10909,2.7.13.3,
K04083,,
K03500,2.1.1.176,
K07812,1.7.2.3,R02560
K03701,,
K15125,,
K01810,5.3.1.9,R00771;R02739;R02740;R03321;R13199
K02343,2.7.7.7,
K00425,7.1.1.7,R11325
K03182,4.1.1.98,R04985;R04986
K12743,6.3.2.26,R04870
K07109,,
K01874,6.1.1.10,R03659;R04773
K02014,,
K06158,,
K03924,,
K01712,4.2.1.49,R02914
K22452,2.3.2.13,
K02117,7.1.2.2;7.2.2.1,
K01299,3.4.17.19,
K02529,,
K11747,,
K01925,6.3.2.9,R02783
K18578,3.2.1.155,
K21572,,
K01620,4.1.2.48,R00751;R06171
K03303,,
K12092,,
K01537,7.2.2.10,
K09797,,
K00705,2.4.1.25,R02111;R05196
K05802,,
K07126,,
K01945,6.3.4.13,R04144
K02647,,
K03406,,
K07317,2.1.1.72,
K09761,2.1.1.193,
K00812,2.6.1.1,R00355;R00694;R00734;R00896;R02433;R02619;R05052
K14652,3.5.4.25;4.1.99.12,R00425;R07281
K19068,1.1.1.367,R12552;R12553
K00371,1.7.5.1,R00798;R01106;R09497
K01966,2.1.3.15;6.4.1.3,R01859
K03572,,
K01992,,
K11105,,
K02035,,
K00275,1.4.3.5,R00277;R00278;R01710;R01711
K03824,,
K24180,,
K21023,2.7.7.65,
K00974,2.7.7.72,R09382;R09383;R09384;R09386
K14155,4.4.1.13,R00782;R01286;R02408;R04941;R12188
K01749,2.5.1.61,R00084
K01153,3.1.21.3,
K02355,,
K07263,,
K03324,,
K07221,,
K01176,3.2.1.1,R02108;R02112;R11262
K00013,1.1.1.23,R01158;R01163;R03012
K01478,3.5.3.6,R00552
K05845,,
K24866,1.3.1.76,R03947
K07678,2.7.13.3,
K25151,,
K01354,3.4.21.83,
K02469,5.6.2.2,
K01775,5.1.1.1,R00401
K07472,,
K21573,,
K02071,,
K07003,,
K18887,,
K01738,2.5.1.47,R00897;R03601;R04859;R07274
K10778,2.1.1.63,
K15916,5.3.1.8;5.3.1.9,R00771;R00772;R01819;R02739;R02740;R03321;R13199
K25169,,
K02519,,
K07572,,
K01784,5.1.3.2,R00291;R02984
K12340,,
K07533,5.2.1.8,
K01095,3.1.3.27,R02029
K14155,4.4.1.13,R00782;R01286;R02408;R04941;R12188
K11749,,
K04043,,
K03797,3.4.21.102,
K06872,,
K08301,,
K01163,,
K01531,7.2.2.14,
K01284,3.4.15.5,
K03601,3.1.11.6,
K01858,5.5.1.4,R07324
K03545,,
K02035,,
K21573,,
K03713,,
K03650,,R08701
K00791,2.5.1.75,R01122
K02572,,
K03305,,
K03719,,
K03431,5.4.2.10,R02060
K01810,5.3.1.9,R00771;R02739;R02740;R03321;R13199
K15125,,
K03839,,
K19304,,
K03695,,
K03816,2.4.2.22,R01229;R02142
K21021,2.7.7.65,
K01835,5.4.2.2,R00959;R01057;R08639
K26937,,
K01364,3.4.22.10,
K14393,,
K07243,,
K11749,,
K06213,,
K00697,2.4.1.15;2.4.1.347,R02737;R11783
K03654,5.6.2.4,
K03798,,
K02014,,
K22719,,
K06167,3.1.4.55,R10205
K07497,,
K00645,2.3.1.39,R01626;R11671
K01854,5.4.99.9,R00505;R09009
K01657,4.1.3.27,R00985;R00986
K12685,,
K01448,3.5.1.28,R04112
K01442,3.5.1.24,R02797;R03975;R03977;R04486;R04487;R05835
K07391,,
K00945,2.7.4.25,R00512;R01665
K01867,6.1.1.2,R03664
K01854,5.4.99.9,R00505;R09009
K07452,,
K16212,2.4.1.281,R09943
K01996,,
K10109,,
K27956,,
K03770,5.2.1.8,
K01897,6.2.1.3,R00390;R01280
K11904,,
K15725,,
K15726,,
K09607,,
K10192,,
K00163,1.2.4.1,R00014;R00209;R01699;R03270
K03770,5.2.1.8,
K00219,1.3.1.34,
K07098,,
K12373,3.2.1.52,R00022;R03492;R04184;R04586;R05963;R06001;R06004;R07809;R07810;R11316;R12963
K14588,1.16.3.4,
K01920,6.3.2.3,R00497;R10994
K00876,2.7.1.48,R00513;R00517;R00964;R00968;R08232
K00138,,R00711
K00975,2.7.7.27,R00948
K15924,3.2.1.136,
K13925,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K11183,2.7.1.202,
K01179,3.2.1.4,R06200;R11307;R11308
K03655,5.6.2.4,
K03502,,
K10914,,
K03275,,
K11904,,
K03655,5.6.2.4,
K01278,3.4.14.5,
K01126,3.1.4.46,R01030;R01470
K02621,5.6.2.2,
K00655,2.3.1.51,R02241;R09381
K07783,,
K00700,2.4.1.18,R02110
K02379,,
K03820,2.3.1.269,
K03654,5.6.2.4,
K02335,2.7.7.7,
K00036,1.1.1.363;1.1.1.49,R00835;R02736;R10907
K02028,7.4.2.1,
K10548,,
K09912,,
K03798,,
K19804,,
K10439,,
K06415,,
K02014,,
K02004,,
K04066,5.6.2.4,
K01696,4.2.1.20,R00674;R02340;R02722
K07493,,
K13010,2.6.1.102,R10460
K14645,,
K07484,,
K13894,,
K03722,5.6.2.3,
K02346,2.7.7.7,
K02314,5.6.2.3,
K03687,,
K00673,2.3.1.109,R00832
K17686,7.2.2.8,
K06001,4.2.1.20,R00674;R02340;R02722
K22579,2.7.9.6,R11964
K01147,3.1.13.1,
K03070,7.4.2.8,
K10440,,
K07133,,
K04759,,
K00262,1.4.1.4,R00248
K00868,2.7.1.35,R00174;R01909;R02493
K03644,2.8.1.8,R07767;R12423;R12424
K06610,,
K04042,2.3.1.157;2.7.7.23,R00416;R05332
K01915,6.3.1.2,R00253
K15923,3.2.1.51,
K27271,,
K07465,,
K03496,,
K03595,,
K26937,,
K01892,6.1.1.21,R03655
K00858,2.7.1.23,R00104
K08303,,
K03554,,
K03723,5.6.2.4,
K06920,6.3.4.20,R09978
K07462,,
K01626,2.5.1.54,R01826
K01139,2.7.6.5;3.1.7.2,R00336;R00429
K07126,,
K03544,,
K01142,3.1.11.2,
K01182,3.2.1.10,R00801;R01718;R01791;R06199
K03584,,
K07301,,
K03564,1.11.1.24,
K09155,,
K00899,2.7.1.100,R04143
K01153,3.1.21.3,
K17734,,
K25072,1.2.99.10,R09728;R11914
K17205,,
K07484,,
K04046,,
K09458,2.3.1.179,R02768;R04355;R04726;R04952;R04957;R04960;R04963;R04968;R07762;R10115;R10119
K03315,,
K00024,1.1.1.37,R00342;R07136
K00528,1.18.1.2;1.19.1.1,R10159
K15724,,
K00865,2.7.1.165,R08572
K02470,5.6.2.2,
K21573,,
K13953,1.1.1.1,R00623;R00754;R02124;R04880;R05233;R05234;R06917;R06927;R07105;R08281;R08306;R08310
K01421,,
K01883,6.1.1.16,R03650
K02895,,
K02931,,
K07497,,
K20074,3.1.3.16,
K02496,2.1.1.107,R03194
K07133,,
K09457,1.7.1.13,R07605
K02884,,
K19171,,
K01338,3.4.21.53,
K01999,,
K04096,,
K03314,,
K01174,3.1.31.1,
K03503,,
K07496,,
K08643,,
K00626,2.3.1.9,R00238;R01177
K01990,,
K03545,,
K01945,6.3.4.13,R04144
K01874,6.1.1.10,R03659;R04773
K00903,2.7.10.3,
K02847,2.4.99.26,
K21573,,
K01179,3.2.1.4,R06200;R11307;R11308
K21573,,
K06972,,
K03562,,
K00133,1.2.1.11,R02291
K01406,3.4.24.40,
K07792,,
K00016,1.1.1.27,R00703;R01000;R03104
K09022,3.5.99.10,R11098;R11099
K15987,7.2.3.1,
K00059,1.1.1.100,R02767;R04533;R04534;R04536;R04543;R04566;R04953;R04964;R07763;R10116;R10120;R11671
K00833,2.6.1.62,R03231
K02335,2.7.7.7,
K01923,6.3.2.6,R04591
K00548,2.1.1.13,R00946;R09365
K11904,,
K04835,4.3.1.2,R03696
K01643,2.8.3.10,R00362
K01910,6.2.1.22,R04449
K01835,5.4.2.2,R00959;R01057;R08639
K11931,,
K03147,4.1.99.17,R03472
K03150,4.1.99.19,R10246
K03569,,
K06909,,
K00031,1.1.1.42,R00267;R00268;R01899
K00962,2.7.7.8,
K26730,,
K02077,,
K01998,,
K02314,5.6.2.3,
K22927,3.1.4.59,R12345
K01624,4.1.2.13,R01068;R01070;R01829;R02568
K00754,,
K10039,,
K03308,,
K02056,,
K09955,,
K01485,3.5.4.1;3.5.4.21,R00974;R01411;R02922
K00278,1.4.3.16,R00357;R00481
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K07278,,
K03737,1.2.7.1,R01196;R10866
K00133,1.2.1.11,R02291
K00558,2.1.1.37,R04858
K06019,3.6.1.1,
K00175,1.2.7.11;1.2.7.3,R01196;R01197
K02982,,
K24300,4.2.1.135,R10266
K02004,,
K00956,2.7.7.4,R00529;R04929
K00957,2.7.7.4,R00529;R04929
K01698,4.2.1.24,R00036
K23163,,
K03529,,
K10112,,
K11069,,
K12132,2.7.11.1,
K01448,3.5.1.28,R04112
K11719,,
K01515,3.6.1.13,R01054;R12896
K03621,2.3.1.274,R12240
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K02117,7.1.2.2;7.2.2.1,
K00558,2.1.1.37,R04858
K03980,,
K02377,1.1.1.271,R05692
K02601,,
K00992,2.7.7.99,R11025
K02014,,
K00425,7.1.1.7,R11325
K01640,4.1.3.4,R01360;R08090
K00266,1.4.1.13,R00114;R00248
K03781,1.11.1.6,R00009;R00602;R02670
K07496,,
K01756,4.3.2.2,R01083;R04559;R12851
K18889,,
K00134,1.2.1.12,R01061
K00765,2.4.2.17,R01071
K01759,4.4.1.5,R02530
K09807,,
K00886,2.7.1.63,R02187;R02189
K18979,1.17.99.6,R12500
K23997,4.2.1.136;5.1.99.6,
K06925,,
K01448,3.5.1.28,R04112
K03820,2.3.1.269,
K03546,,
K07154,2.7.11.1,
K20276,,
K06889,,
K07484,,
K02257,2.5.1.141,R07411
K11085,7.5.2.6,
K11717,2.8.1.7;4.4.1.16,R03599;R11528
K04751,,
K00892,2.7.1.73,R01131;R01228
K01872,6.1.1.7,R03038
K03735,4.3.1.7,R00749
K01972,6.5.1.2,R00382
K09955,,
K03701,,
K08602,,
K09018,1.14.99.46,R09936
K01273,3.4.13.19,
K02004,,
K01679,4.2.1.2,R01082
K16089,,
K03438,2.1.1.199,
K19333,,
K02334,2.7.7.7,
K07498,,
K02231,2.7.1.156;2.7.7.62,R05221;R05222;R06558
K18138,,
K00848,2.7.1.5,R01902;R03014
K01667,4.1.99.1,R00673
K06921,,
K07137,,
K03547,,
K02123,,
K07154,2.7.11.1,
K06207,,
K01092,3.1.3.25,R01185;R01186;R01187
K16692,2.7.10.3,
K15125,,
K08777,,
K01754,4.3.1.19,R00220;R00996
K02298,7.1.1.3,R11335;R13247
K03399,2.1.1.289,R05813;R07775
K07485,,
K02341,2.7.7.7,
K02835,,
K17997,1.12.1.4,
K02283,7.4.2.8,
K08482,,
K00600,2.1.2.1,R00945;R09099
K01807,5.3.1.6,R01056
K03218,2.1.1.185,
K00053,1.1.1.86,R03051;R04439;R04440;R05068;R05069;R05071
K04047,,
K01007,2.7.9.2,R00199
K03486,,
K21572,,
K01091,3.1.3.18,R01334
K03168,5.6.2.1,
K10742,5.6.2.3,
K00193,2.3.1.169,R09096;R10219
K19002,2.4.1.337,R10850;R12902
K22110,,
K00254,1.3.5.2,R01868
K01256,3.4.11.2,R00899;R04951
K13482,1.17.1.4,R01768;R02103
K03110,,
K03709,,
K02503,,
K04079,,
K03550,,
K03701,,
K05799,,
K01006,2.7.9.1,R00206
K24157,1.11.1.24,
K02572,,
K03820,2.3.1.269,
K21572,,
K03723,5.6.2.4,
K06894,,
K07462,,
K03217,,
K01414,3.4.24.70,
K07308,,R09501
K21573,,
K19804,,
K18369,,R10703
K00351,7.2.1.1,
K09882,6.6.1.2,R05227
K01869,6.1.1.4,R03657
K02879,,
K03040,2.7.7.6,
K02986,,
K02948,,
K02952,,
K03076,,
K02876,,
K02907,,
K02988,,
K02933,,
K02954,,
K02931,,
K02895,,
K02874,,
K02961,,
K02982,,
K02890,,
K02965,,
K02886,,
K02892,,
K02926,,
K02906,,
K03308,,
K02950,,
K04041,3.1.3.11,R00762;R04780
K02460,,
K02459,,
K02458,,
K00873,2.7.1.40,R00200;R00430;R01138;R01858;R02320
K02456,,
K02455,,
K02454,7.4.2.8,
K20276,,
K03555,,
K06969,2.1.1.191,
K01153,3.1.21.3,
K12582,2.4.1.325,R10303
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K01585,4.1.1.19,R00566
K04041,3.1.3.11,R00762;R04780
K24131,,
K07126,,
K09013,,
K07126,,
K07126,,
K01626,2.5.1.54,R01826
K03292,,
K03667,,
K02067,,
K03616,7.1.1.11;7.2.1.2,
K07485,,
K00548,2.1.1.13,R00946;R09365
K07058,,
K03544,,
K05592,5.6.2.7,
K03466,,
K01940,6.3.4.5,R01954
K01937,6.3.4.2,R00571;R00573
K03150,4.1.99.19,R10246
K02517,2.3.1.241,R05146;R12193
K16924,,
K07693,,
K06967,2.1.1.217,
K09903,2.7.4.22,R00158
K05364,,R04519;R06177
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K15521,2.4.1.250,
K01811,3.2.1.177,
K05526,3.5.1.96,R00411
K05571,,
K03655,5.6.2.4,
K01745,4.3.1.3,R01168
K03724,5.6.2.4;5.6.2.6,
K01214,3.2.1.68,R09995;R11261
K04763,,
K01791,5.1.3.14,R00420
K02851,2.7.8.33;2.7.8.35,R08856;R10137;R12075;R12859
K01006,2.7.9.1,R00206
K11904,,
K03442,,
K01156,3.1.21.5,
K01126,3.1.4.46,R01030;R01470
K01588,5.4.99.18,R07405
K02363,6.2.1.71;6.3.2.14,R07644
K04047,,
K01695,4.2.1.20,R00674;R02340;R02722
K01796,5.1.99.4,R08734;R08739;R13462
K02804,2.7.1.193,R05199
K03768,5.2.1.8,
K08659,,
K23779,,
K26937,,
K00970,2.7.7.19,
K09607,,
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K01478,3.5.3.6,R00552
K09136,,
K10009,,
K00390,1.8.4.10;1.8.4.8,R02021
K03977,,
K04720,4.1.1.81,R06530
K21572,,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K07263,,
K00971,2.7.7.13,R00885
K11891,,
K21033,,
K09903,2.7.4.22,R00158
K07126,,
K15539,,
K16089,,
K01448,3.5.1.28,R04112
K00014,1.1.1.25,R02413;R12885
K07177,,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K00248,1.3.8.1,R01175;R01178;R02661;R03172;R04432;R04751
K12368,,
K07484,,
K03655,5.6.2.4,
K12998,,
K02474,1.1.1.136,R00421;R06894
K02319,2.7.7.7,
K00318,1.5.5.2,R01253
K00348,7.2.1.1,
K03406,,
K02343,2.7.7.7,
K06179,5.4.99.24,
K15255,5.6.2.3,
K18138,,
K01883,6.1.1.16,R03650
K23356,,
K10441,7.5.2.7,
K00847,2.7.1.4,R00760;R00867;R03920
K01868,6.1.1.3,R03663
K16092,,
K03763,2.7.7.7,
K03406,,
K07315,3.1.3.3,
K02805,2.6.1.59,R04438
K03655,5.6.2.4,
K13599,,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K02275,7.1.1.9,
K06147,,
