KO,EC,Reaction,role,metabolite
K00075,1.3.1.98,R03191,product,C00080
K00075,1.3.1.98,R03192,substrate,C01050
K00075,1.3.1.98,R03192,substrate,C00006
K00075,1.3.1.98,R03192,product,C04631
K00075,1.3.1.98,R03192,product,C00005
K00075,1.3.1.98,R03192,product,C00080
K00645,2.3.1.39,R01626,substrate,C00083
K00645,2.3.1.39,R01626,substrate,C00229
K00645,2.3.1.39,R01626,product,C00010
K00645,2.3.1.39,R01626,product,C01209
K00645,2.3.1.39,R11671,substrate,C00083
K00645,2.3.1.39,R11671,substrate,C00024
K00645,2.3.1.39,R11671,product,C05223
K00281,1.4.4.2,R01221,substrate,C00037
K00281,1.4.4.2,R01221,substrate,C00101
K00281,1.4.4.2,R01221,substrate,C00003
K00281,1.4.4.2,R01221,product,C00143
K00281,1.4.4.2,R01221,product,C00014
K00281,1.4.4.2,R01221,product,C00011
K00281,1.4.4.2,R01221,product,C00004
K00281,1.4.4.2,R01221,product,C00080
K00281,1.4.4.2,R03425,substrate,C00037
K00281,1.4.4.2,R03425,substrate,C02051
K00281,1.4.4.2,R03425,product,C01242
K00281,1.4.4.2,R03425,product,C00011
K01113,3.1.3.1,R04620,substrate,C04895
K01113,3.1.3.1,R04620,substrate,C00001
K01113,3.1.3.1,R04620,product,C04874
K01113,3.1.3.1,R04620,product,C00009
K00609,2.1.3.2,R01397,substrate,C00169
K00609,2.1.3.2,R01397,substrate,C00049
K00609,2.1.3.2,R01397,product,C00009
K00609,2.1.3.2,R01397,product,C00438
K20035,1.3.99.41,R11130,substrate,C20870
K20035,1.3.99.41,R11130,substrate,C00028
K20035,1.3.99.41,R11130,product,C20955
K20035,1.3.99.41,R11130,product,C00030
K00558,2.1.1.37,R04858,substrate,C00019
K00558,2.1.1.37,R04858,substrate,C00856
K00558,2.1.1.37,R04858,product,C00021
K00558,2.1.1.37,R04858,product,C02967
K00992,2.7.7.99,R11025,substrate,C21027
K00992,2.7.7.99,R11025,substrate,C00075
K00992,2.7.7.99,R11025,product,C01050
K00992,2.7.7.99,R11025,product,C00013
K00334,7.1.1.2,R11945,substrate,C00399
K00334,7.1.1.2,R11945,substrate,C00004
K00334,7.1.1.2,R11945,substrate,C00080
K00334,7.1.1.2,R11945,product,C00390
K00334,7.1.1.2,R11945,product,C00003
K00334,7.1.1.2,R11945,product,C00080
K01889,6.1.1.20,R03660,substrate,C00002
K01889,6.1.1.20,R03660,substrate,C00079
K01889,6.1.1.20,R03660,substrate,C01648
K01889,6.1.1.20,R03660,product,C00020
K01889,6.1.1.20,R03660,product,C00013
K01889,6.1.1.20,R03660,product,C03511
K25314,2.7.1.52;2.7.7.30,R01951,substrate,C00044
K25314,2.7.1.52;2.7.7.30,R01951,substrate,C02985
K25314,2.7.1.52;2.7.7.30,R01951,product,C00013
K25314,2.7.1.52;2.7.7.30,R01951,product,C00325
K25314,2.7.1.52;2.7.7.30,R03161,substrate,C00002
K25314,2.7.1.52;2.7.7.30,R03161,substrate,C01019
K25314,2.7.1.52;2.7.7.30,R03161,product,C00008
K25314,2.7.1.52;2.7.7.30,R03161,product,C02985
K05878,2.7.1.121,R01012,substrate,C00074
K05878,2.7.1.121,R01012,substrate,C00184
K05878,2.7.1.121,R01012,product,C00022
K05878,2.7.1.121,R01012,product,C00111
K01953,6.3.5.4,R00578,substrate,C00002
K01953,6.3.5.4,R00578,substrate,C00049
K01953,6.3.5.4,R00578,substrate,C00064
K01953,6.3.5.4,R00578,substrate,C00001
K01953,6.3.5.4,R00578,product,C00020
K01953,6.3.5.4,R00578,product,C00013
K01953,6.3.5.4,R00578,product,C00152
K01953,6.3.5.4,R00578,product,C00025
K13745,4.1.1.86,R07650,substrate,C03283
K13745,4.1.1.86,R07650,product,C00986
K13745,4.1.1.86,R07650,product,C00011
K14583,1.13.11.56,R04117,substrate,C03012
K14583,1.13.11.56,R04117,substrate,C00007
K14583,1.13.11.56,R04117,product,C06204
K00383,1.8.1.7,R00094,substrate,C00051
K00383,1.8.1.7,R00094,substrate,C00003
K00383,1.8.1.7,R00094,product,C00127
K00383,1.8.1.7,R00094,product,C00004
K00383,1.8.1.7,R00094,product,C00080
K00383,1.8.1.7,R00115,substrate,C00051
K00383,1.8.1.7,R00115,substrate,C00006
K00383,1.8.1.7,R00115,product,C00127
K00383,1.8.1.7,R00115,product,C00005
K00383,1.8.1.7,R00115,product,C00080
K01586,4.1.1.20,R00451,substrate,C00680
K01586,4.1.1.20,R00451,product,C00047
K01586,4.1.1.20,R00451,product,C00011
K04091,1.14.14.34;1.14.14.5,R07210,substrate,C15521
K04091,1.14.14.34;1.14.14.5,R07210,substrate,C01847
K04091,1.14.14.34;1.14.14.5,R07210,substrate,C00007
K04091,1.14.14.34;1.14.14.5,R07210,product,C00071
K04091,1.14.14.34;1.14.14.5,R07210,product,C00061
K04091,1.14.14.34;1.14.14.5,R07210,product,C00094
K04091,1.14.14.34;1.14.14.5,R07210,product,C00001
K04091,1.14.14.34;1.14.14.5,R10206,substrate,C11145
K04091,1.14.14.34;1.14.14.5,R10206,substrate,C01847
K04091,1.14.14.34;1.14.14.5,R10206,substrate,C00007
K04091,1.14.14.34;1.14.14.5,R10206,product,C00061
K04091,1.14.14.34;1.14.14.5,R10206,product,C00094
K04091,1.14.14.34;1.14.14.5,R10206,product,C00001
K04091,1.14.14.34;1.14.14.5,R10206,product,C00067
K22186,4.2.1.82,R02429,substrate,C00502
K22186,4.2.1.82,R02429,product,C03826
K22186,4.2.1.82,R02429,product,C00001
K01847,5.4.99.2,R00833,substrate,C01213
K01847,5.4.99.2,R00833,product,C00091
K02361,5.4.4.2,R01717,substrate,C00251
K02361,5.4.4.2,R01717,product,C00885
K16165,3.7.1.20,R01085,substrate,C02514
K16165,3.7.1.20,R01085,substrate,C00001
K16165,3.7.1.20,R01085,product,C00122
K16165,3.7.1.20,R01085,product,C00022
K00721,2.4.1.83,R01009,substrate,C00096
K00721,2.4.1.83,R01009,substrate,C00110
K00721,2.4.1.83,R01009,product,C00035
K00721,2.4.1.83,R01009,product,C03862
K00627,2.3.1.12,R00209,substrate,C00022
K00627,2.3.1.12,R00209,substrate,C00010
K00627,2.3.1.12,R00209,substrate,C00003
K00627,2.3.1.12,R00209,product,C00024
K00627,2.3.1.12,R00209,product,C00011
K00627,2.3.1.12,R00209,product,C00004
K00627,2.3.1.12,R00209,product,C00080
K00627,2.3.1.12,R02569,substrate,C00024
K00627,2.3.1.12,R02569,substrate,C15973
K00627,2.3.1.12,R02569,product,C00010
K00627,2.3.1.12,R02569,product,C16255
K00355,1.6.5.2,R02964,substrate,C00828
K00355,1.6.5.2,R02964,substrate,C00080
K00355,1.6.5.2,R02964,substrate,C00004
K00355,1.6.5.2,R02964,product,C05819
K00355,1.6.5.2,R02964,product,C00003
K00355,1.6.5.2,R03643,substrate,C01628
K00355,1.6.5.2,R03643,substrate,C00004
K00355,1.6.5.2,R03643,substrate,C00080
K00355,1.6.5.2,R03643,product,C05850
K00355,1.6.5.2,R03643,product,C00003
K00355,1.6.5.2,R03816,substrate,C02059
K00355,1.6.5.2,R03816,substrate,C00004
K00355,1.6.5.2,R03816,substrate,C00080
K00355,1.6.5.2,R03816,product,C03313
K00355,1.6.5.2,R03816,product,C00003
K01698,4.2.1.24,R00036,substrate,C00430
K01698,4.2.1.24,R00036,product,C00931
K01698,4.2.1.24,R00036,product,C00001
K03786,4.2.1.10,R03084,substrate,C00944
K03786,4.2.1.10,R03084,product,C02637
K03786,4.2.1.10,R03084,product,C00001
K00657,2.3.1.57,R01154,substrate,C00024
K00657,2.3.1.57,R01154,substrate,C00134
K00657,2.3.1.57,R01154,product,C00010
K00657,2.3.1.57,R01154,product,C02714
K10680,,R08014,substrate,C16391
K10680,,R08014,substrate,C00005
K10680,,R08014,substrate,C00080
K10680,,R08014,product,C16392
K10680,,R08014,product,C00006
K10680,,R08014,product,C00001
K10680,,R08017,substrate,C16391
K10680,,R08017,substrate,C00004
K10680,,R08017,substrate,C00080
K10680,,R08017,product,C16392
K10680,,R08017,product,C00003
K10680,,R08017,product,C00001
K10680,,R08042,substrate,C16391
K10680,,R08042,substrate,C00004
K10680,,R08042,substrate,C00080
K10680,,R08042,product,C16393
K10680,,R08042,product,C00003
K10680,,R08042,product,C00001
K03800,6.3.1.20,R07770,substrate,C00002
K03800,6.3.1.20,R07770,substrate,C16241
K03800,6.3.1.20,R07770,product,C00013
K03800,6.3.1.20,R07770,product,C16238
K03800,6.3.1.20,R07771,substrate,C16238
K03800,6.3.1.20,R07771,substrate,C16240
K03800,6.3.1.20,R07771,product,C16237
K03800,6.3.1.20,R07771,product,C00020
K03800,6.3.1.20,R11143,substrate,C00002
K03800,6.3.1.20,R11143,substrate,C16241
K03800,6.3.1.20,R11143,substrate,C16240
K03800,6.3.1.20,R11143,product,C16237
K03800,6.3.1.20,R11143,product,C00020
K03800,6.3.1.20,R11143,product,C00013
K03800,6.3.1.20,R12429,substrate,C00002
K03800,6.3.1.20,R12429,substrate,C06423
K03800,6.3.1.20,R12429,substrate,C22158
K03800,6.3.1.20,R12429,product,C22160
K03800,6.3.1.20,R12429,product,C00020
K03800,6.3.1.20,R12429,product,C00013
K03800,6.3.1.20,R12433,substrate,C00002
K03800,6.3.1.20,R12433,substrate,C16241
K03800,6.3.1.20,R12433,substrate,C22157
K03800,6.3.1.20,R12433,product,C02051
K03800,6.3.1.20,R12433,product,C00020
K03800,6.3.1.20,R12433,product,C00013
K03800,6.3.1.20,R12434,substrate,C00002
K03800,6.3.1.20,R12434,substrate,C02147
K03800,6.3.1.20,R12434,product,C22161
K03800,6.3.1.20,R12434,product,C00013
K03800,6.3.1.20,R12449,substrate,C00002
K03800,6.3.1.20,R12449,substrate,C16241
K03800,6.3.1.20,R12449,substrate,C22158
K03800,6.3.1.20,R12449,product,C15972
K03800,6.3.1.20,R12449,product,C00020
K03800,6.3.1.20,R12449,product,C00013
K01460,3.5.1.78;6.3.1.8,R01917,substrate,C00002
K01460,3.5.1.78;6.3.1.8,R01917,substrate,C00051
K01460,3.5.1.78;6.3.1.8,R01917,substrate,C00315
K01460,3.5.1.78;6.3.1.8,R01917,product,C00008
K01460,3.5.1.78;6.3.1.8,R01917,product,C00009
K01460,3.5.1.78;6.3.1.8,R01917,product,C05730
K01460,3.5.1.78;6.3.1.8,R01918,substrate,C05730
K01460,3.5.1.78;6.3.1.8,R01918,substrate,C00001
K01460,3.5.1.78;6.3.1.8,R01918,product,C00051
K01460,3.5.1.78;6.3.1.8,R01918,product,C00315
K01000,2.7.8.13,R05629,substrate,C04702
K01000,2.7.8.13,R05629,substrate,C17556
K01000,2.7.8.13,R05629,product,C00105
K01000,2.7.8.13,R05629,product,C04851
K01000,2.7.8.13,R05630,substrate,C04882
K01000,2.7.8.13,R05630,substrate,C17556
K01000,2.7.8.13,R05630,product,C00105
K01000,2.7.8.13,R05630,product,C05897
K00762,2.4.2.10,R01870,substrate,C01103
K00762,2.4.2.10,R01870,substrate,C00013
K00762,2.4.2.10,R01870,product,C00295
K00762,2.4.2.10,R01870,product,C00119
K00865,2.7.1.165,R08572,substrate,C00258
K00865,2.7.1.165,R08572,substrate,C00002
K00865,2.7.1.165,R08572,product,C00631
K00865,2.7.1.165,R08572,product,C00008
K01524,3.6.1.11;3.6.1.40,R03409,substrate,C04494
K01524,3.6.1.11;3.6.1.40,R03409,substrate,C00001
K01524,3.6.1.11;3.6.1.40,R03409,product,C01228
K01524,3.6.1.11;3.6.1.40,R03409,product,C00009
K14682,2.3.1.1,R00259,substrate,C00024
K14682,2.3.1.1,R00259,substrate,C00025
K14682,2.3.1.1,R00259,product,C00010
K14682,2.3.1.1,R00259,product,C00624
K01595,4.1.1.31,R00345,substrate,C00009
K01595,4.1.1.31,R00345,substrate,C00036
K01595,4.1.1.31,R00345,product,C00001
K01595,4.1.1.31,R00345,product,C00074
K01595,4.1.1.31,R00345,product,C00011
K00631,2.3.1.15,R00851,substrate,C00093
K00631,2.3.1.15,R00851,substrate,C00040
K00631,2.3.1.15,R00851,product,C00681
K00631,2.3.1.15,R00851,product,C00010
K00631,2.3.1.15,R09380,substrate,C00173
K00631,2.3.1.15,R09380,substrate,C00093
K00631,2.3.1.15,R09380,product,C00681
K00631,2.3.1.15,R09380,product,C00229
K01923,6.3.2.6,R04591,substrate,C00002
K01923,6.3.2.6,R04591,substrate,C04751
K01923,6.3.2.6,R04591,substrate,C00049
K01923,6.3.2.6,R04591,product,C00008
K01923,6.3.2.6,R04591,product,C00009
K01923,6.3.2.6,R04591,product,C04823
K03183,2.1.1.163;2.1.1.201,R09736,substrate,C19847
K03183,2.1.1.163;2.1.1.201,R09736,substrate,C00019
K03183,2.1.1.163;2.1.1.201,R09736,product,C05819
K03183,2.1.1.163;2.1.1.201,R09736,product,C00021
K03183,2.1.1.163;2.1.1.201,R09737,substrate,C00019
K03183,2.1.1.163;2.1.1.201,R09737,substrate,C19858
K03183,2.1.1.163;2.1.1.201,R09737,product,C00021
K03183,2.1.1.163;2.1.1.201,R09737,product,C19859
K00632,2.3.1.16,R00238,substrate,C00024
K00632,2.3.1.16,R00238,product,C00010
K00632,2.3.1.16,R00238,product,C00332
K00632,2.3.1.16,R00829,substrate,C00091
K00632,2.3.1.16,R00829,substrate,C00024
K00632,2.3.1.16,R00829,product,C00010
K00632,2.3.1.16,R00829,product,C02232
K00632,2.3.1.16,R00927,substrate,C00100
K00632,2.3.1.16,R00927,substrate,C00024
K00632,2.3.1.16,R00927,product,C00010
K00632,2.3.1.16,R00927,product,C03344
K00632,2.3.1.16,R01177,substrate,C00024
K00632,2.3.1.16,R01177,substrate,C00136
K00632,2.3.1.16,R01177,product,C00010
K00632,2.3.1.16,R01177,product,C05269
K00632,2.3.1.16,R03778,substrate,C01944
K00632,2.3.1.16,R03778,substrate,C00024
K00632,2.3.1.16,R03778,product,C00010
K00632,2.3.1.16,R03778,product,C05265
K00632,2.3.1.16,R03858,substrate,C01832
K00632,2.3.1.16,R03858,substrate,C00024
K00632,2.3.1.16,R03858,product,C00010
K00632,2.3.1.16,R03858,product,C05261
K00632,2.3.1.16,R03991,substrate,C02593
K00632,2.3.1.16,R03991,substrate,C00024
K00632,2.3.1.16,R03991,product,C00010
K00632,2.3.1.16,R03991,product,C05259
K00632,2.3.1.16,R04546,substrate,C00100
K00632,2.3.1.16,R04546,substrate,C05337
K00632,2.3.1.16,R04546,product,C00010
K00632,2.3.1.16,R04546,product,C04644
K00632,2.3.1.16,R04742,substrate,C05274
K00632,2.3.1.16,R04742,substrate,C00024
K00632,2.3.1.16,R04742,product,C00010
K00632,2.3.1.16,R04742,product,C05263
K00632,2.3.1.16,R04747,substrate,C05270
K00632,2.3.1.16,R04747,substrate,C00024
K00632,2.3.1.16,R04747,product,C00010
K00632,2.3.1.16,R04747,product,C05267
K00632,2.3.1.16,R05506,substrate,C07118
K00632,2.3.1.16,R05506,substrate,C00010
K00632,2.3.1.16,R05506,product,C00512
K00632,2.3.1.16,R05506,product,C00024
K00632,2.3.1.16,R05586,substrate,C06715
K00632,2.3.1.16,R05586,substrate,C00010
K00632,2.3.1.16,R05586,product,C00527
K00632,2.3.1.16,R05586,product,C00024
K00632,2.3.1.16,R07891,substrate,C16331
K00632,2.3.1.16,R07891,substrate,C00024
K00632,2.3.1.16,R07891,product,C00010
K00632,2.3.1.16,R07891,product,C16330
K00632,2.3.1.16,R07895,substrate,C16335
K00632,2.3.1.16,R07895,substrate,C00024
K00632,2.3.1.16,R07895,product,C00010
K00632,2.3.1.16,R07895,product,C16334
K00632,2.3.1.16,R07899,substrate,C16339
K00632,2.3.1.16,R07899,substrate,C00024
K00632,2.3.1.16,R07899,product,C00010
K00632,2.3.1.16,R07899,product,C16338
K00632,2.3.1.16,R08091,substrate,C16466
K00632,2.3.1.16,R08091,substrate,C00010
K00632,2.3.1.16,R08091,product,C16470
K00632,2.3.1.16,R08091,product,C00024
K00632,2.3.1.16,R08095,substrate,C16471
K00632,2.3.1.16,R08095,substrate,C00010
K00632,2.3.1.16,R08095,product,C03069
K00632,2.3.1.16,R08095,product,C00024
K00632,2.3.1.16,R13467,substrate,C23013
K00632,2.3.1.16,R13467,substrate,C00010
K00632,2.3.1.16,R13467,product,C21906
K00632,2.3.1.16,R13467,product,C00100
K00632,2.3.1.16,R13471,substrate,C23016
K00632,2.3.1.16,R13471,substrate,C00010
K00632,2.3.1.16,R13471,product,C23017
K00632,2.3.1.16,R13471,product,C00024
K00632,2.3.1.16,R13479,substrate,C23006
K00632,2.3.1.16,R13479,substrate,C00010
K00632,2.3.1.16,R13479,product,C23007
K00632,2.3.1.16,R13479,product,C00024
K00632,2.3.1.16,R13483,substrate,C23021
K00632,2.3.1.16,R13483,substrate,C00010
K00632,2.3.1.16,R13483,product,C23022
K00632,2.3.1.16,R13483,product,C00024
K01676,4.2.1.2,R01082,substrate,C00149
K01676,4.2.1.2,R01082,product,C00122
K01676,4.2.1.2,R01082,product,C00001
K00963,2.7.7.9,R00289,substrate,C00075
K00963,2.7.7.9,R00289,substrate,C00103
K00963,2.7.7.9,R00289,product,C00013
K00963,2.7.7.9,R00289,product,C00029
K10854,6.4.1.6,R05735,substrate,C00207
K10854,6.4.1.6,R05735,substrate,C00288
K10854,6.4.1.6,R05735,substrate,C00002
K10854,6.4.1.6,R05735,substrate,C00001
K10854,6.4.1.6,R05735,product,C00164
K10854,6.4.1.6,R05735,product,C00020
K10854,6.4.1.6,R05735,product,C00009
K01755,4.3.2.1,R01086,substrate,C03406
K01755,4.3.2.1,R01086,product,C00122
K01755,4.3.2.1,R01086,product,C00062
K18120,1.1.1.61,R01644,substrate,C00989
K18120,1.1.1.61,R01644,substrate,C00003
K18120,1.1.1.61,R01644,product,C00232
K18120,1.1.1.61,R01644,product,C00004
K18120,1.1.1.61,R01644,product,C00080
K00798,2.5.1.17,R01492,substrate,C00002
K00798,2.5.1.17,R01492,substrate,C00853
K00798,2.5.1.17,R01492,product,C00536
K00798,2.5.1.17,R01492,product,C00194
K00798,2.5.1.17,R05220,substrate,C06505
K00798,2.5.1.17,R05220,substrate,C00002
K00798,2.5.1.17,R05220,product,C06506
K00798,2.5.1.17,R05220,product,C00536
K00798,2.5.1.17,R07268,substrate,C00002
K00798,2.5.1.17,R07268,substrate,C05774
K00798,2.5.1.17,R07268,product,C00536
K00798,2.5.1.17,R07268,product,C06508
K00798,2.5.1.17,R12184,substrate,C00002
K00798,2.5.1.17,R12184,substrate,C06504
K00798,2.5.1.17,R12184,substrate,C03024
K00798,2.5.1.17,R12184,product,C00536
K00798,2.5.1.17,R12184,product,C06506
K00798,2.5.1.17,R12184,product,C03161
K00215,1.17.1.8,R04198,substrate,C03972
K00215,1.17.1.8,R04198,substrate,C00003
K00215,1.17.1.8,R04198,substrate,C00001
K00215,1.17.1.8,R04198,product,C20258
K00215,1.17.1.8,R04198,product,C00004
K00215,1.17.1.8,R04198,product,C00080
K00215,1.17.1.8,R04199,substrate,C03972
K00215,1.17.1.8,R04199,substrate,C00006
K00215,1.17.1.8,R04199,substrate,C00001
K00215,1.17.1.8,R04199,product,C20258
K00215,1.17.1.8,R04199,product,C00005
K00215,1.17.1.8,R04199,product,C00080
K02804,2.7.1.193,R05199,substrate,C04261
K02804,2.7.1.193,R05199,substrate,C00140
K02804,2.7.1.193,R05199,product,C00615
K02804,2.7.1.193,R05199,product,C00357
K01443,3.5.1.25,R02059,substrate,C00357
K01443,3.5.1.25,R02059,substrate,C00001
K01443,3.5.1.25,R02059,product,C00352
K01443,3.5.1.25,R02059,product,C00033
K00958,2.7.7.4,R00529,substrate,C00002
K00958,2.7.7.4,R00529,substrate,C00059
K00958,2.7.7.4,R00529,product,C00013
K00958,2.7.7.4,R00529,product,C00224
K00958,2.7.7.4,R04929,substrate,C00002
K00958,2.7.7.4,R04929,substrate,C05697
K00958,2.7.7.4,R04929,product,C00013
K00958,2.7.7.4,R04929,product,C05686
K04069,1.97.1.4,R04710,substrate,C00019
K04069,1.97.1.4,R04710,substrate,C05196
K04069,1.97.1.4,R04710,substrate,C05197
K04069,1.97.1.4,R04710,product,C05198
K04069,1.97.1.4,R04710,product,C00073
K04069,1.97.1.4,R04710,product,C05199
K04069,1.97.1.4,R04710,product,C05312
K01873,6.1.1.9,R03665,substrate,C00002
K01873,6.1.1.9,R03665,substrate,C00183
K01873,6.1.1.9,R03665,substrate,C01653
K01873,6.1.1.9,R03665,product,C00020
K01873,6.1.1.9,R03665,product,C00013
K01873,6.1.1.9,R03665,product,C02554
K27802,4.2.1.3;4.2.1.99,R01324,substrate,C00158
K27802,4.2.1.3;4.2.1.99,R01324,product,C00311
K27802,4.2.1.3;4.2.1.99,R01325,substrate,C00158
K27802,4.2.1.3;4.2.1.99,R01325,product,C00417
K27802,4.2.1.3;4.2.1.99,R01325,product,C00001
K27802,4.2.1.3;4.2.1.99,R01900,substrate,C00311
K27802,4.2.1.3;4.2.1.99,R01900,product,C00417
K27802,4.2.1.3;4.2.1.99,R01900,product,C00001
K27802,4.2.1.3;4.2.1.99,R04425,substrate,C04593
K27802,4.2.1.3;4.2.1.99,R04425,product,C04225
K27802,4.2.1.3;4.2.1.99,R04425,product,C00001
K00322,1.6.1.1,R00112,substrate,C00005
K00322,1.6.1.1,R00112,substrate,C00003
K00322,1.6.1.1,R00112,product,C00006
K00322,1.6.1.1,R00112,product,C00004
K00053,1.1.1.86,R03051,substrate,C00900
K00053,1.1.1.86,R03051,substrate,C00005
K00053,1.1.1.86,R03051,substrate,C00080
K00053,1.1.1.86,R03051,product,C04039
K00053,1.1.1.86,R03051,product,C00006
K00053,1.1.1.86,R04439,substrate,C04272
K00053,1.1.1.86,R04439,substrate,C00006
K00053,1.1.1.86,R04439,product,C06010
K00053,1.1.1.86,R04439,product,C00005
K00053,1.1.1.86,R04439,product,C00080
K00053,1.1.1.86,R04440,substrate,C04272
K00053,1.1.1.86,R04440,substrate,C00006
K00053,1.1.1.86,R04440,product,C04181
K00053,1.1.1.86,R04440,product,C00005
K00053,1.1.1.86,R04440,product,C00080
K00053,1.1.1.86,R05068,substrate,C06007
K00053,1.1.1.86,R05068,substrate,C00006
K00053,1.1.1.86,R05068,product,C14463
K00053,1.1.1.86,R05068,product,C00005
K00053,1.1.1.86,R05068,product,C00080
K00053,1.1.1.86,R05069,substrate,C06006
K00053,1.1.1.86,R05069,product,C14463
K00053,1.1.1.86,R05071,substrate,C06010
K00053,1.1.1.86,R05071,product,C04181
K00991,2.7.7.60,R05633,substrate,C11434
K00991,2.7.7.60,R05633,substrate,C00063
K00991,2.7.7.60,R05633,product,C11435
K00991,2.7.7.60,R05633,product,C00013
K03403,6.6.1.1,R03877,substrate,C00002
K03403,6.6.1.1,R03877,substrate,C02191
K03403,6.6.1.1,R03877,substrate,C00305
K03403,6.6.1.1,R03877,substrate,C00001
K03403,6.6.1.1,R03877,product,C00008
K03403,6.6.1.1,R03877,product,C00009
K03403,6.6.1.1,R03877,product,C03516
K03403,6.6.1.1,R03877,product,C00080
K12960,3.5.4.28;3.5.4.31,R00193,substrate,C00021
K12960,3.5.4.28;3.5.4.31,R00193,substrate,C00001
K12960,3.5.4.28;3.5.4.31,R00193,product,C03431
K12960,3.5.4.28;3.5.4.31,R00193,product,C00014
K12960,3.5.4.28;3.5.4.31,R09660,substrate,C00170
K12960,3.5.4.28;3.5.4.31,R09660,substrate,C00001
K12960,3.5.4.28;3.5.4.31,R09660,product,C19787
K12960,3.5.4.28;3.5.4.31,R09660,product,C00014
K01813,5.3.1.14,R02437,substrate,C00507
K01813,5.3.1.14,R02437,product,C00861
K01581,4.1.1.17,R00670,substrate,C00077
K01581,4.1.1.17,R00670,product,C00134
K01581,4.1.1.17,R00670,product,C00011
K18336,3.7.1.26,R10691,substrate,C20781
K18336,3.7.1.26,R10691,substrate,C00001
K18336,3.7.1.26,R10691,product,C00186
K18336,3.7.1.26,R10691,product,C00022
K01425,3.5.1.2,R00256,substrate,C00064
K01425,3.5.1.2,R00256,substrate,C00001
K01425,3.5.1.2,R00256,product,C00025
K01425,3.5.1.2,R00256,product,C00014
K01425,3.5.1.2,R01579,substrate,C00819
K01425,3.5.1.2,R01579,substrate,C00001
K01425,3.5.1.2,R01579,product,C00217
K01425,3.5.1.2,R01579,product,C00014
K00848,2.7.1.5,R01902,substrate,C00002
K00848,2.7.1.5,R01902,substrate,C00312
K00848,2.7.1.5,R01902,product,C00008
K00848,2.7.1.5,R01902,product,C06441
K00848,2.7.1.5,R03014,substrate,C00002
K00848,2.7.1.5,R03014,substrate,C00861
K00848,2.7.1.5,R03014,product,C00008
K00848,2.7.1.5,R03014,product,C01131
K01966,2.1.3.15;6.4.1.3,R01859,substrate,C00002
K01966,2.1.3.15;6.4.1.3,R01859,substrate,C00100
K01966,2.1.3.15;6.4.1.3,R01859,substrate,C00288
K01966,2.1.3.15;6.4.1.3,R01859,product,C00008
K01966,2.1.3.15;6.4.1.3,R01859,product,C00009
K01966,2.1.3.15;6.4.1.3,R01859,product,C00683
K26110,1.7.1.7,R01134,substrate,C00130
K26110,1.7.1.7,R01134,substrate,C00014
K26110,1.7.1.7,R01134,substrate,C00006
K26110,1.7.1.7,R01134,product,C00144
K26110,1.7.1.7,R01134,product,C00005
K26110,1.7.1.7,R01134,product,C00080
K00392,1.8.7.1,R00859,substrate,C00283
K00392,1.8.7.1,R00859,substrate,C00139
K00392,1.8.7.1,R00859,substrate,C00001
K00392,1.8.7.1,R00859,product,C00094
K00392,1.8.7.1,R00859,product,C00138
K00392,1.8.7.1,R00859,product,C00080
K00392,1.8.7.1,R03600,substrate,C01528
K00392,1.8.7.1,R03600,substrate,C00139
K00392,1.8.7.1,R03600,substrate,C00001
K00392,1.8.7.1,R03600,product,C05684
